dataset,contrast,seed,gamma,n_cal,n_target,censoring_model,L_dir,U_dir,L_sep,U_sep,W_dir,W_sep,ID_width_ratio,dir_pointwise_lower,dir_pointwise_upper,sep_pointwise_lower,sep_pointwise_upper,dir_sim_lower,dir_sim_upper,sep_sim_lower,sep_sim_upper,BandWidth_dir,BandWidth_sep,band_ratio,action_dir,action_sep,direct_sim_critical,separate_sim_critical,bootstrap_requested,bootstrap_valid,tau_days,G_tau_min,unstable_cell
NSCLC-Stanford-tau365,InductiveSparsePCA_SRDO,42,0.0,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",0.0014172597866798614,0.0014172597866798614,0.0014172597866798642,0.0014172597866798642,0.0,0.0,inf,-0.0027436312451033402,0.005578150818463063,-0.0027436312451033333,0.005578150818463062,-0.0037626738635783124,0.0065971934369380356,-0.004353862095065134,0.007188381668424862,0.010359867300516348,0.011542243763489996,1.1141304640952994,DEFER,DEFER,2.439978196800348,2.7184540407835867,999,999,365.0,0.34182422054583994,False
NSCLC-Stanford-tau365,InductiveSparsePCA_SRDO,42,0.1,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",0.0006341263690149853,0.002234030184390708,-0.017713156184905335,0.02058131273831111,0.0015999038153757228,0.038294468923216446,23.93548196784776,-0.003249197922973591,0.006697109026360671,-0.02502944326724919,0.033707908394191397,-0.00420026175153042,0.00779016037397844,-0.02786078662067468,0.038787793716498084,0.01199042212550886,0.06664858033717276,5.558484900659347,DEFER,DEFER,2.439978196800348,2.7184540407835867,999,999,365.0,0.34182422054583994,False
NSCLC-Stanford-tau365,InductiveSparsePCA_SRDO,42,0.2,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-0.00011680165350201488,0.003085635236300859,-0.03685566376313809,0.03982449734593693,0.0032024368898028737,0.07668016110907502,23.944316077933728,-0.0037515721960247285,0.007871296944212701,-0.053574006449685685,0.06256763219140851,-0.00464176279772877,0.009043351968176131,-0.06004386854135771,0.07136903964795632,0.0136851147659049,0.13141290818931403,9.60261645132244,DEFER,DEFER,2.439978196800348,2.7184540407835867,999,999,365.0,0.34182422054583994,False
NSCLC-Stanford-tau365,InductiveSparsePCA_SRDO,42,0.3,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-0.0008371285059149632,0.003972977356178775,-0.05605466895205306,0.05919051780231693,0.004810105862093738,0.11524518675437,23.95897097869821,-0.004256790964876616,0.00909759008117349,-0.08234313494129647,0.09156525619862019,-0.0050942995080857836,0.010352657500641751,-0.09251655659802993,0.10409401557418813,0.015446957008727535,0.19661057217221806,12.728110271889346,DEFER,DEFER,2.439978196800348,2.7184540407835867,999,999,365.0,0.34182422054583994,False
NSCLC-Stanford-tau365,InductiveSparsePCA_SRDO,42,0.5,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-0.0021929038298629908,0.005856651688792286,-0.09478408411150388,0.09844783197043315,0.008049555518655277,0.19323191608193702,24.005290184546425,-0.005298895473377499,0.01169304389209576,-0.1399584343272203,0.14980276333703996,-0.006059582987948614,0.013122433017614961,-0.1574405389506502,0.1696767023930075,0.019182016005563574,0.3271172413436577,17.053329600433045,DEFER,DEFER,2.439978196800348,2.7184540407835867,999,999,365.0,0.34182422054583994,False
NSCLC-Stanford-tau365,InductiveSparsePCA_SRDO,52,0.0,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",0.002269776591947531,0.002269776591947531,0.002269776591947492,0.002269776591947492,0.0,0.0,inf,-0.0014712864089805526,0.006010839592875615,-0.001471286408980592,0.006010839592875576,-0.002323974473681602,0.0068635276575766645,-0.0030029366509905335,0.007542489834885518,0.009187502131258267,0.010545426485876051,1.147801256012532,DEFER,DEFER,2.4066920659561157,2.762404176139824,999,999,365.0,0.10774205471007217,False
NSCLC-Stanford-tau365,InductiveSparsePCA_SRDO,52,0.1,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",0.0016171095518253027,0.002956039501942755,-0.019112904857547908,0.023686053911315924,0.0013389299501174521,0.04279895876886383,31.965046987790114,-0.0019262889828621493,0.00690635106387596,-0.026815447258125433,0.0361293883468979,-0.0027339240422710994,0.00780673245811481,-0.02996898969486324,0.04122388587205095,0.010540656500385909,0.07119287556691418,6.754121582873677,DEFER,DEFER,2.4066920659561157,2.762404176139824,999,999,365.0,0.10774205471007217,False
NSCLC-Stanford-tau365,InductiveSparsePCA_SRDO,52,0.2,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",0.0009984029504732283,0.003675200992305326,-0.040495012400780184,0.04516861634355876,0.002676798041832098,0.08566362874433894,32.00227563141358,-0.002360844756623289,0.00784431448000606,-0.05749998646015501,0.06707861087759573,-0.0031265069295150502,0.008794566670483653,-0.06446209124880807,0.07604890847006317,0.011921073599998704,0.14051099971887124,11.786773946172643,DEFER,DEFER,2.4066920659561157,2.762404176139824,999,999,365.0,0.10774205471007217,False
NSCLC-Stanford-tau365,InductiveSparsePCA_SRDO,52,0.3,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",0.00041371174698608294,0.00442621289321653,-0.06190829115117785,0.06674821579138047,0.004012501146230447,0.1286565069425583,32.0639178043413,-0.002776677713914357,0.008821588271875094,-0.08833552027456887,0.09812243048338819,-0.0035038525875753833,0.009823411583680651,-0.09915524500854217,0.11096752919302343,0.013327264171256036,0.2101227742015656,15.76638472093575,DEFER,DEFER,2.4066920659561157,2.762404176139824,999,999,365.0,0.10774205471007217,False
NSCLC-Stanford-tau365,InductiveSparsePCA_SRDO,52,0.5,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-0.0006547880904635694,0.00601777462504884,-0.10493960842810637,0.11030259496269168,0.00667256271551241,0.21524220339079805,32.25780147264886,-0.0035593160891991553,0.010879546304543668,-0.1498570067796112,0.16021926734942799,-0.004221335509213588,0.01198767377616828,-0.168246898646835,0.18065594091587386,0.016209009285381867,0.34890283956270884,21.525241513518516,DEFER,DEFER,2.4066920659561157,2.762404176139824,999,999,365.0,0.10774205471007217,False
