scenario,method,gamma,class_contains_true,reps,truth,point_coverage,point_width,ci_coverage,ci_width,retain,reference,defer,mean_regret,observed_censoring,n_target,run_kind,ci_coverage_wilson_low,ci_coverage_wilson_high,retain_wilson_low,retain_wilson_high,reference_wilson_low,reference_wilson_high,defer_wilson_low,defer_wilson_high
no_shift,scalar_tilt,0.3,True,1000,0.0258751942598061,0.335,0.0133769440172943,0.977,0.0822812150810653,0.0,0.171,0.829,0.002487,0.700219298245614,80,comparator,0.9657235493377733,0.9846257230670071,2.168404344971009e-19,0.0038267584855551234,0.14893385518054872,0.19558415190294662,0.8044158480970535,0.8510661448194513
no_shift,scalar_tilt,0.5,True,1000,0.0258751942598061,0.537,0.022064475082925,0.982,0.0902968617226606,0.0,0.109,0.891,0.002673,0.700219298245614,80,comparator,0.9717267448294926,0.9885842599904322,2.168404344971009e-19,0.0038267584855551234,0.09116003338451377,0.12983249175119035,0.8701675082488096,0.9088399666154863
no_shift,separate_risk,0.1,True,1000,0.0258751942598061,0.539,0.0231499871091435,0.992,0.1096579097285716,0.0,0.064,0.936,0.002808,0.700219298245614,80,comparator,0.9842936654690199,0.995940804181194,2.168404344971009e-19,0.0038267584855551234,0.050436200898229526,0.08090073250117454,0.9190992674988255,0.9495637991017706
no_shift,separate_risk,0.2,True,1000,0.0258751942598061,0.817,0.0462140908719647,0.995,0.134242970710981,0.0,0.024,0.976,0.002928,0.700219298245614,80,comparator,0.9883490446266249,0.9978624644726756,2.168404344971009e-19,0.0038267584855551234,0.016180168466636995,0.03546290561161149,0.9645370943883885,0.9838198315333629
no_shift,separate_risk,0.3,True,1000,0.0258751942598061,0.927,0.0691076545374654,1.0,0.1596134833002824,0.0,0.009,0.991,0.002973,0.700219298245614,80,comparator,0.996173241514445,1.0,2.168404344971009e-19,0.0038267584855551234,0.004742060667477063,0.01701581616533807,0.982984183834662,0.9952579393325229
no_shift,separate_risk,0.5,True,1000,0.0258751942598061,0.984,0.1140577438838095,1.0,0.2119828447777407,0.0,0.004,0.996,0.002988,0.700219298245614,80,comparator,0.996173241514445,1.0,2.168404344971009e-19,0.0038267584855551234,0.0015565881404084308,0.010239556277262253,0.9897604437227377,0.9984434118595916
no_shift,transport_assume,0.1,True,1000,0.0258751942598061,0.0,0.0,0.932,0.0635724788778141,0.001,0.391,0.608,0.0018498751942598,0.700219298245614,80,comparator,0.9146861384770105,0.9460075421914699,0.00017654637062607809,0.0056425585979579355,0.36122774950463854,0.4216064838452125,0.5773836453554849,0.6377897748116351
no_shift,transport_assume,0.2,True,1000,0.0258751942598061,0.0,0.0,0.932,0.0635724788778141,0.001,0.391,0.608,0.0018498751942598,0.700219298245614,80,comparator,0.9146861384770105,0.9460075421914699,0.00017654637062607809,0.0056425585979579355,0.36122774950463854,0.4216064838452125,0.5773836453554849,0.6377897748116351
no_shift,transport_assume,0.3,True,1000,0.0258751942598061,0.0,0.0,0.932,0.0635724788778141,0.001,0.391,0.608,0.0018498751942598,0.700219298245614,80,comparator,0.9146861384770105,0.9460075421914699,0.00017654637062607809,0.0056425585979579355,0.36122774950463854,0.4216064838452125,0.5773836453554849,0.6377897748116351
no_shift,transport_assume,0.5,True,1000,0.0258751942598061,0.0,0.0,0.932,0.0635724788778141,0.001,0.391,0.608,0.0018498751942598,0.700219298245614,80,comparator,0.9146861384770105,0.9460075421914699,0.00017654637062607809,0.0056425585979579355,0.36122774950463854,0.4216064838452125,0.5773836453554849,0.6377897748116351
out_of_class,proposed_direct,0.1,False,1000,0.0086763011986229,0.084,0.0067029232815208,0.911,0.0795638801525685,0.0,0.2,0.8,0.0024,0.7039824561403509,60,comparator,0.8917426484378812,0.9271117560869926,2.168404344971009e-19,0.0038267584855551234,0.17637709044319852,0.22591896464813463,0.7740810353518655,0.8236229095568015
