dataset,contrast,seed,gamma,n_cal,n_target,censoring_model,L_dir,U_dir,L_sep,U_sep,W_dir,W_sep,ID_width_ratio,dir_pointwise_lower,dir_pointwise_upper,sep_pointwise_lower,sep_pointwise_upper,dir_sim_lower,dir_sim_upper,sep_sim_lower,sep_sim_upper,BandWidth_dir,BandWidth_sep,band_ratio,action_dir,action_sep,direct_sim_critical,separate_sim_critical,bootstrap_requested,bootstrap_valid
NSCLC-Stanford,PET_radiomic_candidate,42,0.0,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",0.0081506003212126,0.0081506003212126,0.0081506003212126,0.0081506003212126,0.0,0.0,inf,-0.0155044023638429,0.0318056030062683,-0.015504402363843,0.0318056030062683,-0.0200834636105756,0.036384664253001,-0.0221633875408737,0.038464588183299,0.0564681278635766,0.0606279757241727,1.0736671821429256,DEFER,DEFER,2.339367666969949,2.511702290991894,999,999
NSCLC-Stanford,PET_radiomic_candidate,42,0.1,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",0.005040920495203,0.0113871851136112,-0.0061242398650541,0.0225523454738684,0.0063462646184081,0.0286765853389225,4.518655786230937,-0.0175799223747029,0.0361044978369206,-0.0249877115489982,0.0526401670297608,-0.0219587942071486,0.0408891977298605,-0.0302978601041737,0.0611100184357135,0.0628479919370091,0.0914078785398873,1.4544279892268162,DEFER,DEFER,2.339367666969949,2.511702290991894,999,999
NSCLC-Stanford,PET_radiomic_candidate,42,0.2,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",0.0020590991540198,0.0147489577654732,-0.0203093260310125,0.0371173829505056,0.0126898586114534,0.0574267089815182,4.525401798384648,-0.0195607056935582,0.0405514314076416,-0.0374269583249082,0.0744438088345868,-0.023745799724514,0.0455461933486047,-0.0422456455695698,0.0849513585475557,0.0692919930731187,0.1271970041171255,1.835666697924303,DEFER,DEFER,2.339367666969949,2.511702290991894,999,999
NSCLC-Stanford,PET_radiomic_candidate,42,0.3,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-0.000794643297667,0.0182334081233967,-0.0344418442128753,0.0518806090386049,0.0190280514210638,0.0863224532514802,4.536589235612549,-0.0214511839963474,0.0451382569101285,-0.0536582138489166,0.0968573291666207,-0.0254498123737875,0.0503464131749493,-0.0590677046981222,0.1095184696717168,0.0757962255487369,0.1685861743698391,2.224202764047114,DEFER,DEFER,2.339367666969949,2.511702290991894,999,999
NSCLC-Stanford,PET_radiomic_candidate,42,0.5,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-0.0061204770818964,0.0255561620703454,-0.0626937476327845,0.0821294326212335,0.0316766391522419,0.144823180254018,4.571923793997821,-0.0249808310046408,0.0546931361320515,-0.093152701108521,0.1429526805566926,-0.0286317591781498,0.0603333802085108,-0.1017270277489884,0.1600746869167665,0.0889651393866607,0.2618017146657548,2.9427449501080525,DEFER,DEFER,2.339367666969949,2.511702290991894,999,999
NSCLC-VA,PET_radiomic_candidate,42,0.0,114,80,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",0.0325437387192257,0.0325437387192257,0.0325437387192257,0.0325437387192257,0.0,0.0,inf,-0.0126236157404398,0.0777110931788913,-0.0126236157404398,0.0777110931788913,-0.0204588526912527,0.0855463301297042,-0.0225722170247086,0.08765969446316,0.1060051828209569,0.1102319114878687,1.0398728491799376,DEFER,DEFER,2.29996136578239,2.391667378439915,999,999
NSCLC-VA,PET_radiomic_candidate,42,0.1,114,80,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",0.0285721168387149,0.0366821058035373,0.0163257042106878,0.0489285184315644,0.0081099889648224,0.0326028142208765,4.020081206311535,-0.0159037482110943,0.0825844849501175,-0.0255712693931037,0.098500514433041,-0.0236190316370656,0.0905472275442334,-0.0347995337089576,0.1094192859436563,0.114166259181299,0.1442188196526139,1.263235045860534,DEFER,DEFER,2.29996136578239,2.391667378439915,999,999
NSCLC-VA,PET_radiomic_candidate,42,0.2,114,80,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",0.0247642439158742,0.0409888335110191,0.0002458042204523,0.065507273206441,0.0162245895951448,0.0652614689859887,4.022380264430116,-0.0190667408325496,0.0876653465215968,-0.0397866517938906,0.1203327008673973,-0.0266701560734853,0.0957623790764294,-0.0486042358229126,0.1324085978634334,0.1224325351499147,0.1810128336863461,1.478470028123666,DEFER,DEFER,2.29996136578239,2.391667378439915,999,999
NSCLC-VA,PET_radiomic_candidate,42,0.3,114,80,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",0.0211159167876137,0.0454639906168953,-0.0157249267309901,0.0823048341354993,0.0243480738292815,0.0980297608664894,4.026181354378701,-0.0221185752852862,0.0929479521721064,-0.0554656999070616,0.142983728219412,-0.0296185162026078,0.1011850538265902,-0.0642190376171628,0.1563489148864837,0.1308035700291981,0.2205679525036465,1.686253306805091,DEFER,DEFER,2.29996136578239,2.391667378439915,999,999
NSCLC-VA,PET_radiomic_candidate,42,0.5,114,80,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",0.0142761156031911,0.0549112391632996,-0.0474504793881118,0.1166378341546026,0.0406351235601085,0.1640883135427144,4.0380906754224775,-0.0279117755379432,0.104080236234915,-0.0910662745366412,0.1900689646903275,-0.0352301612946531,0.1126096430885743,-0.1006731280001654,0.2062429701925843,0.1478398043832274,0.3069160981927498,2.076004493330956,DEFER,DEFER,2.29996136578239,2.391667378439915,999,999
NSCLC-VA,PET_radiomic_candidate,72,0.0,114,80,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-0.0127995088496309,-0.0127995088496309,-0.0127995088496309,-0.0127995088496309,0.0,0.0,inf,-0.0341505367080771,0.0085515190088151,-0.0341505367080771,0.0085515190088151,-0.0362637086949572,0.0106646909956952,-0.0407241234295749,0.0151251057303129,0.0469283996906524,0.0558492291598879,1.1900944743064057,DEFER,DEFER,2.1539471976613607,2.563400657884552,999,999
NSCLC-VA,PET_radiomic_candidate,72,0.1,114,80,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-0.0146707968062592,-0.0108229708943696,-0.0310423335786069,0.0055485658779779,0.0038478259118896,0.0365908994565848,9.509499726461266,-0.035417426040007,0.0111756675636857,-0.0486142050711679,0.033293908503063,-0.0374707789750321,0.0133529354145482,-0.0540242594198944,0.0418361865176325,0.0508237143895804,0.0958604459375269,1.886136168693324,DEFER,DEFER,2.1539471976613607,2.563400657884552,999,999
NSCLC-VA,PET_radiomic_candidate,72,0.2,114,80,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-0.0164384564557383,-0.0087402139927458,-0.0492037792713537,0.0240251088228695,0.0076982424629924,0.0732288880942233,9.51241643092624,-0.036625777305745,0.0139464051894573,-0.0672680947823435,0.0593792651298547,-0.0386237738983784,0.0161917644504112,-0.0728297635396166,0.0702641561988071,0.0548155383487896,0.1430939197384238,2.6104627273369347,DEFER,DEFER,2.1539471976613607,2.563400657884552,999,999
NSCLC-VA,PET_radiomic_candidate,72,0.3,114,80,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-0.0181046631750059,-0.0065510240497444,-0.0673071790384298,0.0426514918136794,0.0115536391252614,0.1099586708521093,9.517232593122127,-0.0377787261108991,0.0168601223352447,-0.089747105920248,0.0861552368476735,-0.0397259241071679,0.0191771901152831,-0.0966559445185428,0.099549235609085,0.058903114222451,0.1962051801276279,3.330981438207962,DEFER,DEFER,2.1539471976613607,2.563400657884552,999,999
NSCLC-VA,PET_radiomic_candidate,72,0.5,114,80,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-0.0211436325802774,-0.001856871711573,-0.1034235897621648,0.0804230854703143,0.0192867608687043,0.1838466752324792,9.532273277199051,-0.0399290203441885,0.0230928615799,-0.1395345082762539,0.1407201994959548,-0.0417882636297371,0.0255622076845098,-0.1506523924371049,0.1592845660796831,0.0673504713142469,0.309936958516788,4.601852852234245,DEFER,DEFER,2.1539471976613607,2.563400657884552,999,999
NSCLC-Stanford,PET_radiomic_candidate,72,0.0,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-0.0078005180070929,-0.0078005180070929,-0.0078005180070929,-0.0078005180070929,0.0,0.0,inf,-0.0246322215611248,0.0090311855469388,-0.0246322215611247,0.0090311855469388,-0.0269299794603249,0.0113289434461389,-0.0302711835214825,0.0146701475072966,0.0382589229064639,0.0449413310287792,1.1746627352435557,DEFER,DEFER,2.227525893123332,2.6165916584420983,999,999
NSCLC-Stanford,PET_radiomic_candidate,72,0.1,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-0.0094643869951627,-0.0060443337477476,-0.0263998747185053,0.0108911539755949,0.0034200532474151,0.0372910286941003,10.903639796335003,-0.025867714033843,0.0112485454656627,-0.0405264308144326,0.0340804613215363,-0.0281069926757997,0.0136092601541655,-0.0452591135283409,0.0418493494552324,0.0417162528299653,0.0871084629835734,2.088118109232532,DEFER,DEFER,2.227525893123332,2.6165916584420983,999,999
NSCLC-Stanford,PET_radiomic_candidate,72,0.2,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-0.0110374887267206,-0.0041948768199416,-0.0449310338967286,0.0296986683500663,0.006842611906779,0.074629702246795,10.906610408937402,-0.0270470840831555,0.0135893200602629,-0.0618011532710657,0.0607080794180744,-0.0292326129617481,0.0160171063346137,-0.0674529853101224,0.071096860854503,0.0452497192963618,0.1385498461646254,3.061894047501088,DEFER,DEFER,2.227525893123332,2.6165916584420983,999,999
NSCLC-Stanford,PET_radiomic_candidate,72,0.3,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-0.0125218646004755,-0.0022518794394327,-0.063417404821202,0.0486436607812937,0.0102699851610428,0.1120610656024958,10.911511929693663,-0.0281734210221036,0.0160503210773338,-0.0865131604526812,0.0880174539962341,-0.0303100726858598,0.0185488219376387,-0.0942507068652328,0.1012084730431956,0.0488588946234985,0.1954591799084284,4.000483052566293,DEFER,DEFER,2.227525893123332,2.6165916584420983,999,999
NSCLC-Stanford,PET_radiomic_candidate,72,0.5,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-0.0152345218772154,0.0019117809337972,-0.1003383873221929,0.0870156463787747,0.0171463028110126,0.1873540337009676,10.926789044028451,-0.0302775411028704,0.0213124796642664,-0.1389053372846682,0.1434779734043932,-0.0323311191107417,0.0239609405651394,-0.151826047482973,0.1623939977550287,0.0562920596758811,0.3142200452380017,5.581960351907891,DEFER,DEFER,2.227525893123332,2.6165916584420983,999,999
NSCLC-Stanford,PET_radiomic_candidate_SRDO,52,0.0,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",0.0055512072275918,0.0055512072275918,0.0055512072275918,0.0055512072275918,0.0,0.0,inf,-0.0013098799995798,0.0124122944547635,-0.0013098799995798,0.0124122944547635,-0.0025321955648117,0.0136346100199954,-0.0044033049046765,0.0155057193598602,0.0161668055848071,0.0199090242645368,1.2314754550674136,DEFER,DEFER,2.309135246509982,2.843643378508085,999,999
NSCLC-Stanford,PET_radiomic_candidate_SRDO,52,0.1,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",0.0043539467341561,0.0067811249981252,-0.0167869232945584,0.0279219950268397,0.002427178263969,0.0447089183213981,18.420121416334823,-0.0023086749047154,0.013843681110585,-0.0242688282915412,0.0412764322774252,-0.0034956334529455,0.0151018887358132,-0.0276421582739346,0.0472974822097029,0.0185975221887587,0.0749396404836376,4.029549728346858,DEFER,DEFER,2.309135246509982,2.843643378508085,999,999
NSCLC-Stanford,PET_radiomic_candidate_SRDO,52,0.2,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",0.0031922206426274,0.0080404599785906,-0.0390829928706554,0.0503156734918735,0.0048482393359631,0.089398666362529,18.43940865282558,-0.0032769954285805,0.0153053382823551,-0.0533524532417979,0.0714600676823907,-0.0044294984119809,0.0165995899856478,-0.0597860551816729,0.0809933374727956,0.0210290883976288,0.1407793926544686,6.694507626414387,DEFER,DEFER,2.309135246509982,2.843643378508085,999,999
NSCLC-Stanford,PET_radiomic_candidate_SRDO,52,0.3,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",0.002068533666631,0.0093256241724544,-0.0613268555191432,0.0727210133582287,0.0072570905058234,0.134047868877372,18.47129628186469,-0.0042142703149405,0.0167914685400424,-0.0833379969478184,0.1018166077086672,-0.005333563634746,0.0181215227247439,-0.0932620528343866,0.1149347963006728,0.0234550863594899,0.2081968491350594,8.876405140619845,DEFER,DEFER,2.309135246509982,2.843643378508085,999,999
NSCLC-Stanford,PET_radiomic_candidate_SRDO,52,0.5,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-5.658844158701719e-05,0.0119574821592988,-0.1056074476981612,0.1175083414158731,0.0120140706008859,0.2231157891140343,18.57120675631637,-0.0059945089146405,0.0198122859807616,-0.1430899962458351,0.1621366396772359,-0.0070523605901853,0.0212116340221032,-0.1599895699350725,0.1822579826572603,0.0282639946122886,0.3422475525923327,12.108959023206497,DEFER,DEFER,2.309135246509982,2.843643378508085,999,999
NSCLC-VA,PET_radiomic_candidate_SRDO,52,0.0,114,80,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",0.0057828417954331,0.0057828417954331,0.0057828417954332,0.0057828417954332,0.0,0.0,inf,-0.0024404664873659,0.0140061500782323,-0.0024404664873658,0.0140061500782324,-0.0038630060350484,0.0154286896259148,-0.0065473266383806,0.0181130102292472,0.0192916956609632,0.0246603368676278,1.278287678854901,DEFER,DEFER,2.299015639197527,2.938803365080923,999,999
NSCLC-VA,PET_radiomic_candidate_SRDO,52,0.1,114,80,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",0.0044302070108709,0.0071823565709306,-0.0164249390031529,0.0280375025849544,0.0027521495600596,0.0444624415881073,16.15553247300407,-0.0035238998346899,0.01566586302507,-0.0222718997308253,0.0424150967020628,-0.0048998705711842,0.017133413920526,-0.0251919714575845,0.0495955119700307,0.0220332844917102,0.0747874834276152,3.394295728163133,DEFER,DEFER,2.299015639197527,2.938803365080923,999,999
NSCLC-VA,PET_radiomic_candidate_SRDO,52,0.2,114,80,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",0.003127932637859,0.0086246181304148,-0.0385564890113937,0.0503090397796676,0.0054966854925557,0.0888655287910614,16.16711178243937,-0.0045506322462547,0.0173566766577889,-0.0488416327018645,0.0714844215321894,-0.005878937332414,0.0188672242574515,-0.0539782085564034,0.0820597676716334,0.0247461615898655,0.1360379762280368,5.497336454949423,DEFER,DEFER,2.299015639197527,2.938803365080923,999,999
NSCLC-VA,PET_radiomic_candidate_SRDO,52,0.3,114,80,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",0.0018788357196521,0.0101048677697476,-0.060582446099784,0.0725661495891838,0.0082260320500954,0.1331485956889679,16.186248105782965,-0.0055204818217295,0.0190712610238714,-0.0772604857388029,0.1006020327936944,-0.0068004802684,0.0206223458872158,-0.0855897826634728,0.1146036301522598,0.0274228261556158,0.2001934128157327,7.300247307833929,DEFER,DEFER,2.299015639197527,2.938803365080923,999,999
NSCLC-VA,PET_radiomic_candidate_SRDO,52,0.5,114,80,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",-0.0004518307456013,0.0131574532188944,-0.1041963753251369,0.11690199779843,0.0136092839644958,0.221098373123567,16.246142978599966,-0.0072916903732418,0.0225402657689618,-0.1340534090529535,0.1582074872899092,-0.0084749089133113,0.0241633864719617,-0.1489645199863424,0.178836151931553,0.0326382953852731,0.3278006719178955,10.043437258240024,DEFER,DEFER,2.299015639197527,2.938803365080923,999,999
NSCLC-Stanford,PET_radiomic_candidate_SRDO,42,0.0,114,60,"unpenalized Cox PH for censoring, H=Z=(q0,q1), Breslow baseline",0.0016459294557753,0.0016459294557753,0.0016459294557753,0.0016459294557753,0.0,0.0,inf,-0.0102464375805174,0.0135382964920681,-0.0102464375805174,0.0135382964920681,-0.013362545295603,0.0166544042071537,-0.0146435111505995,0.0179353700621502,0.0300169495027567,0.0325788812127497,1.0853495026121078,DEFER,DEFER,2.4735252356246,2.684639384183656,999,999
